Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,VideoType
Human,6,6,1,24,Audiovisual,TE,3,3,1.4,Office and cafe
Human,6,6,1,25,Audiovisual,TE,1.5,1.5,2.6,Campus and outside
Human,6,6,1,26,Audiovisual,TE,12,12,9.6,Office and cafe
Human,6,6,1,27,Audiovisual,TE,48,48,50,Office and cafe
Human,6,6,1,28,Audiovisual,TE,48,48,60.2,Office and cafe
Human,6,6,1,29,Audiovisual,TE,8,8,8.6,Office and cafe
Human,6,6,1,30,Audiovisual,TE,4,4,4.2,Office and cafe
Human,6,6,1,31,Audiovisual,TE,1.5,1.5,2.1,City
Human,6,6,1,32,Audiovisual,TE,32,32,23.1,City
Human,6,6,1,33,Audiovisual,TE,6,6,8.1,City
Human,6,6,1,34,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,6,6,1,35,Audiovisual,TE,4,4,6.6,City
Human,6,6,1,36,Audiovisual,TE,24,24,12.7,Office and cafe
Human,6,6,1,37,Audiovisual,TE,48,48,30,Campus and outside
Human,6,6,1,38,Audiovisual,TE,2,2,1.8,Office and cafe
Human,6,6,1,39,Audiovisual,TE,48,48,47.8,City
Human,6,6,1,40,Audiovisual,TE,6,6,5,Office and cafe
Human,6,6,1,41,Audiovisual,TE,4,4,3,Office and cafe
Human,6,6,1,42,Audiovisual,TE,2,2,2.8,City
Human,6,6,1,43,Audiovisual,TE,3,3,4.1,Office and cafe
Human,6,6,1,44,Audiovisual,TE,8,8,7.4,Campus and outside
Human,6,6,1,45,Audiovisual,TE,8,8,9,Campus and outside
Human,6,6,1,46,Audiovisual,TE,3,3,5.3,Campus and outside
Human,6,6,1,47,Audiovisual,TE,16,16,13.5,Office and cafe
Human,6,6,1,48,Audiovisual,TE,64,64,82.5,Campus and outside
Human,6,6,1,49,Audiovisual,TE,24,24,13,Office and cafe
Human,6,6,1,50,Audiovisual,TE,24,24,20.8,Campus and outside
Human,6,6,1,51,Audiovisual,TE,4,4,5.1,Campus and outside
Human,6,6,1,52,Audiovisual,TE,64,64,71.7,Office and cafe
Human,6,6,1,53,Audiovisual,TE,2,2,5,Campus and outside
Human,6,6,1,54,Audiovisual,TE,6,6,5.3,City
Human,6,6,1,55,Audiovisual,TE,32,32,16.7,Office and cafe
Human,6,6,1,56,Audiovisual,TE,4,4,4.1,Campus and outside
Human,6,6,1,57,Audiovisual,TE,48,48,50.7,Campus and outside
Human,6,6,1,58,Audiovisual,TE,12,12,9.9,City
Human,6,6,1,59,Audiovisual,TE,24,24,12.5,Campus and outside
Human,6,6,1,60,Audiovisual,TE,16,16,14.1,Campus and outside
Human,6,6,1,61,Audiovisual,TE,12,12,10,Office and cafe
Human,6,6,1,62,Audiovisual,TE,3,3,2,Campus and outside
Human,6,6,1,63,Audiovisual,TE,4,4,5,City
Human,6,6,1,64,Audiovisual,TE,4,4,6,City
Human,6,6,1,65,Audiovisual,TE,16,16,11.5,Office and cafe
Human,6,6,1,66,Audiovisual,TE,64,64,61.7,Campus and outside
Human,6,6,1,67,Audiovisual,TE,4,4,2.9,Campus and outside
Human,6,6,1,68,Audiovisual,TE,48,48,43.7,City
Human,6,6,1,69,Audiovisual,TE,1,1,1.4,Office and cafe
Human,6,6,1,70,Audiovisual,TE,12,12,7.3,Campus and outside
Human,6,6,1,71,Audiovisual,TE,48,48,43.2,Campus and outside
Human,6,6,1,72,Audiovisual,TE,1,1,2.3,Office and cafe
Human,6,6,1,73,Audiovisual,TE,32,32,30.9,Campus and outside
Human,6,6,1,74,Audiovisual,TE,1,1,2,Office and cafe
Human,6,6,1,75,Audiovisual,TE,3,3,6.2,City
Human,6,6,1,76,Audiovisual,TE,24,24,9.9,Office and cafe
Human,6,6,1,77,Audiovisual,TE,1,1,3,Campus and outside
Human,6,6,1,78,Audiovisual,TE,8,8,7.4,City
Human,6,6,1,79,Audiovisual,TE,48,48,26.7,Office and cafe
Human,6,6,1,80,Audiovisual,TE,16,16,24.8,City
Human,7,7,1,1,Audiovisual,TE,4,4,4,Campus and outside
Human,7,7,1,2,Audiovisual,TE,64,64,42,Office and cafe
Human,7,7,1,3,Audiovisual,TE,48,48,35.2,Office and cafe
Human,7,7,1,4,Audiovisual,TE,24,24,21.7,City
Human,7,7,1,5,Audiovisual,TE,8,8,6.3,Office and cafe
Human,7,7,1,6,Audiovisual,TE,16,16,15,Campus and outside
Human,7,7,1,7,Audiovisual,TE,1,1,1,Office and cafe
Human,7,7,1,8,Audiovisual,TE,1,1,3,City
Human,7,7,1,9,Audiovisual,TE,3,3,4,Campus and outside
Human,7,7,1,10,Audiovisual,TE,16,16,12,Campus and outside
Human,7,7,1,11,Audiovisual,TE,48,48,43,City
Human,7,7,1,12,Audiovisual,TE,32,32,27,Office and cafe
Human,7,7,1,13,Audiovisual,TE,16,16,13,Office and cafe
Human,7,7,1,14,Audiovisual,TE,8,8,6,Office and cafe
Human,7,7,1,15,Audiovisual,TE,12,12,11,City
Human,7,7,1,16,Audiovisual,TE,4,4,5,City
Human,7,7,1,17,Audiovisual,TE,1.5,1.5,2,City
Human,7,7,1,18,Audiovisual,TE,48,48,46,City
Human,7,7,1,19,Audiovisual,TE,64,64,53.6,City
Human,7,7,1,20,Audiovisual,TE,8,8,8.1,City
Human,7,7,1,21,Audiovisual,TE,4,4,4,Office and cafe
Human,7,7,1,22,Audiovisual,TE,4,4,3.9,Office and cafe
Human,7,7,1,23,Audiovisual,TE,6,6,6,City
Human,7,7,1,24,Audiovisual,TE,64,64,52.1,Office and cafe
Human,7,7,1,25,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,7,7,1,26,Audiovisual,TE,6,6,6,Campus and outside
Human,7,7,1,27,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,7,7,1,28,Audiovisual,TE,6,6,5.6,Office and cafe
Human,7,7,1,29,Audiovisual,TE,4,4,5,City
Human,7,7,1,30,Audiovisual,TE,12,12,11,Office and cafe
Human,7,7,1,31,Audiovisual,TE,3,3,4,Office and cafe
Human,7,7,1,32,Audiovisual,TE,12,12,12,City
Human,7,7,1,33,Audiovisual,TE,64,64,54,City
Human,7,7,1,34,Audiovisual,TE,8,8,6.9,Office and cafe
Human,7,7,1,35,Audiovisual,TE,3,3,3,Office and cafe
Human,7,7,1,36,Audiovisual,TE,6,6,6,City
Human,7,7,1,37,Audiovisual,TE,6,6,5,Office and cafe
Human,7,7,1,38,Audiovisual,TE,1,1,2,City
Human,7,7,1,39,Audiovisual,TE,2,2,3,Campus and outside
Human,7,7,1,40,Audiovisual,TE,24,24,22.1,Campus and outside
Human,7,7,1,41,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,7,7,1,42,Audiovisual,TE,4,4,4,Office and cafe
Human,7,7,1,43,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,7,7,1,44,Audiovisual,TE,1.5,1.5,2,City
Human,7,7,1,45,Audiovisual,TE,32,32,29,Campus and outside
Human,7,7,1,46,Audiovisual,TE,16,16,15,Office and cafe
Human,7,7,1,47,Audiovisual,TE,24,24,23.1,Office and cafe
Human,7,7,1,48,Audiovisual,TE,12,12,15,Campus and outside
Human,7,7,1,49,Audiovisual,TE,8,8,7.1,Office and cafe
Human,7,7,1,50,Audiovisual,TE,24,24,23.1,Campus and outside
Human,7,7,1,51,Audiovisual,TE,24,24,20,Office and cafe
Human,7,7,1,52,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,7,7,1,53,Audiovisual,TE,4,4,4,Campus and outside
Human,7,7,1,54,Audiovisual,TE,2,2,2,Office and cafe
Human,7,7,1,55,Audiovisual,TE,2,2,3,City
Human,7,7,1,56,Audiovisual,TE,48,48,45,Campus and outside
Human,7,7,1,57,Audiovisual,TE,64,64,62,Office and cafe
Human,7,7,1,58,Audiovisual,TE,64,64,55,Office and cafe
Human,7,7,1,59,Audiovisual,TE,64,64,55,Office and cafe
Human,7,7,1,60,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,7,7,1,61,Audiovisual,TE,4,4,4,Office and cafe
Human,7,7,1,62,Audiovisual,TE,12,12,13,Campus and outside
Human,7,7,1,63,Audiovisual,TE,2,2,3,Campus and outside
Human,7,7,1,64,Audiovisual,TE,64,64,60,Office and cafe
Human,7,7,1,65,Audiovisual,TE,64,64,64,City
Human,7,7,1,66,Audiovisual,TE,64,64,63,Office and cafe
Human,7,7,1,67,Audiovisual,TE,8,8,8.1,Office and cafe
Human,7,7,1,68,Audiovisual,TE,1,1,2,City
Human,7,7,1,69,Audiovisual,TE,4,4,4,Office and cafe
Human,7,7,1,70,Audiovisual,TE,8,8,7.9,Office and cafe
Human,7,7,1,71,Audiovisual,TE,32,32,32,Office and cafe
Human,7,7,1,72,Audiovisual,TE,2,2,3,City
Human,7,7,1,73,Audiovisual,TE,1,1,2,Office and cafe
Human,7,7,1,74,Audiovisual,TE,64,64,60.1,Office and cafe
Human,7,7,1,75,Audiovisual,TE,2,2,4,Office and cafe
Human,7,7,1,76,Audiovisual,TE,16,16,17,Office and cafe
Human,7,7,1,77,Audiovisual,TE,48,48,47,Campus and outside
Human,7,7,1,78,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,7,7,1,79,Audiovisual,TE,1,1,2,Campus and outside
Human,7,7,1,80,Audiovisual,TE,24,24,23.1,Office and cafe
Human,8,8,1,1,Audiovisual,TE,3,3,2.6,City
Human,8,8,1,2,Audiovisual,TE,4,4,2.5,Office and cafe
Human,8,8,1,3,Audiovisual,TE,1,1,0.8,Campus and outside
Human,8,8,1,4,Audiovisual,TE,48,48,60.2,City
Human,8,8,1,5,Audiovisual,TE,12,12,9.6,Campus and outside
Human,8,8,1,6,Audiovisual,TE,2,2,1,Office and cafe
Human,8,8,1,7,Audiovisual,TE,64,64,55.7,Campus and outside
Human,8,8,1,8,Audiovisual,TE,24,24,10.1,Campus and outside
Human,8,8,1,9,Audiovisual,TE,8,8,3.3,Campus and outside
Human,8,8,1,10,Audiovisual,TE,8,8,5.5,Campus and outside
Human,8,8,1,11,Audiovisual,TE,24,24,14.4,Office and cafe
Human,8,8,1,12,Audiovisual,TE,6,6,6.5,City
Human,8,8,1,13,Audiovisual,TE,12,12,5,City
Human,8,8,1,14,Audiovisual,TE,2,2,1.2,Campus and outside
Human,8,8,1,15,Audiovisual,TE,48,48,49.7,Office and cafe
Human,8,8,1,16,Audiovisual,TE,48,48,40.4,City
Human,8,8,1,17,Audiovisual,TE,1,1,1.2,Office and cafe
Human,8,8,1,18,Audiovisual,TE,24,24,15.2,City
Human,8,8,1,19,Audiovisual,TE,12,12,7.2,City
Human,8,8,1,20,Audiovisual,TE,32,32,15.1,City
Human,8,8,1,21,Audiovisual,TE,2,2,1.9,Office and cafe
Human,8,8,1,22,Audiovisual,TE,1,1,1.2,City
Human,8,8,1,23,Audiovisual,TE,4,4,3.5,Campus and outside
Human,8,8,1,24,Audiovisual,TE,32,32,16.2,Office and cafe
Human,8,8,1,25,Audiovisual,TE,4,4,2.2,Office and cafe
Human,8,8,1,26,Audiovisual,TE,6,6,4.3,Office and cafe
Human,8,8,1,27,Audiovisual,TE,64,64,25.1,Campus and outside
Human,8,8,1,28,Audiovisual,TE,12,12,4.9,Office and cafe
Human,8,8,1,29,Audiovisual,TE,64,64,44.9,Office and cafe
Human,8,8,1,30,Audiovisual,TE,3,3,2.5,Campus and outside
Human,8,8,1,31,Audiovisual,TE,1,1,1.1,Office and cafe
Human,8,8,1,32,Audiovisual,TE,1.5,1.5,2.1,Office and cafe
Human,8,8,1,33,Audiovisual,TE,8,8,4.5,City
Human,8,8,1,34,Audiovisual,TE,12,12,6.4,Office and cafe
Human,8,8,1,35,Audiovisual,TE,32,32,16.1,Office and cafe
Human,8,8,1,36,Audiovisual,TE,24,24,9.3,Office and cafe
Human,8,8,1,37,Audiovisual,TE,8,8,7.4,City
Human,8,8,1,38,Audiovisual,TE,8,8,4.4,Office and cafe
Human,8,8,1,39,Audiovisual,TE,16,16,6.1,Office and cafe
Human,8,8,1,40,Audiovisual,TE,8,8,3.6,Campus and outside
Human,8,8,1,41,Audiovisual,TE,6,6,4.4,Office and cafe
Human,8,8,1,42,Audiovisual,TE,4,4,2.6,Office and cafe
Human,8,8,1,43,Audiovisual,TE,48,48,11.6,Office and cafe
Human,8,8,1,44,Audiovisual,TE,64,64,56.1,Office and cafe
Human,8,8,1,45,Audiovisual,TE,1.5,1.5,2.3,Office and cafe
Human,8,8,1,46,Audiovisual,TE,4,4,2,Campus and outside
Human,8,8,1,47,Audiovisual,TE,12,12,6.9,City
Human,8,8,1,48,Audiovisual,TE,8,8,4.5,Office and cafe
Human,8,8,1,49,Audiovisual,TE,6,6,7.8,Office and cafe
Human,8,8,1,50,Audiovisual,TE,12,12,9.7,Office and cafe
Human,8,8,1,51,Audiovisual,TE,4,4,3,City
Human,8,8,1,52,Audiovisual,TE,6,6,7.7,Campus and outside
Human,8,8,1,53,Audiovisual,TE,1.5,1.5,1.4,Office and cafe
Human,8,8,1,54,Audiovisual,TE,16,16,5.3,Office and cafe
Human,8,8,1,55,Audiovisual,TE,16,16,8.2,Campus and outside
Human,8,8,1,56,Audiovisual,TE,32,32,15,Office and cafe
Human,8,8,1,57,Audiovisual,TE,4,4,3,Office and cafe
Human,8,8,1,58,Audiovisual,TE,32,32,20.1,Office and cafe
Human,8,8,1,59,Audiovisual,TE,12,12,7.9,Office and cafe
Human,8,8,1,60,Audiovisual,TE,16,16,11,City
Human,8,8,1,61,Audiovisual,TE,16,16,10.9,Office and cafe
Human,8,8,1,62,Audiovisual,TE,3,3,3.3,Campus and outside
Human,8,8,1,63,Audiovisual,TE,32,32,18.2,Campus and outside
Human,8,8,1,64,Audiovisual,TE,32,32,25.8,Office and cafe
Human,8,8,1,65,Audiovisual,TE,48,48,29,Office and cafe
Human,8,8,1,66,Audiovisual,TE,24,24,10.4,Campus and outside
Human,8,8,1,67,Audiovisual,TE,3,3,3.8,Office and cafe
Human,8,8,1,68,Audiovisual,TE,3,3,2.9,City
Human,8,8,1,69,Audiovisual,TE,12,12,8.4,Office and cafe
Human,8,8,1,70,Audiovisual,TE,3,3,3.5,Office and cafe
Human,8,8,1,71,Audiovisual,TE,4,4,2.8,Campus and outside
Human,8,8,1,72,Audiovisual,TE,12,12,5.3,Campus and outside
Human,8,8,1,73,Audiovisual,TE,8,8,6.7,Office and cafe
Human,8,8,1,74,Audiovisual,TE,1.5,1.5,2.4,Office and cafe
Human,8,8,1,75,Audiovisual,TE,4,4,2.9,Campus and outside
Human,8,8,1,76,Audiovisual,TE,48,48,15.6,City
Human,8,8,1,77,Audiovisual,TE,6,6,6.1,Office and cafe
Human,8,8,1,78,Audiovisual,TE,6,6,4.6,Campus and outside
Human,8,8,1,79,Audiovisual,TE,2,2,3.6,Campus and outside
Human,8,8,1,80,Audiovisual,TE,2,2,3.5,City
Human,9,9,1,1,Audiovisual,TE,24,24,9,City
Human,9,9,1,2,Audiovisual,TE,24,24,13,City
Human,9,9,1,3,Audiovisual,TE,16,16,10,Office and cafe
Human,9,9,1,4,Audiovisual,TE,32,32,12,Office and cafe
Human,9,9,1,5,Audiovisual,TE,8,8,2.3,Office and cafe
Human,9,9,1,6,Audiovisual,TE,3,3,0.9,Office and cafe
Human,9,9,1,7,Audiovisual,TE,2,2,1.3,Office and cafe
Human,9,9,1,8,Audiovisual,TE,16,16,3.9,Campus and outside
Human,9,9,1,9,Audiovisual,TE,4,4,3.3,Office and cafe
Human,9,9,1,10,Audiovisual,TE,32,32,7.9,Campus and outside
Human,9,9,1,11,Audiovisual,TE,16,16,7.7,Office and cafe
Human,9,9,1,12,Audiovisual,TE,3,3,1.7,Office and cafe
Human,9,9,1,13,Audiovisual,TE,6,6,2.4,Campus and outside
Human,9,9,1,14,Audiovisual,TE,4,4,4,City
Human,9,9,1,15,Audiovisual,TE,6,6,3.1,Office and cafe
Human,9,9,1,16,Audiovisual,TE,12,12,5,Campus and outside
Human,9,9,1,17,Audiovisual,TE,8,8,3.4,Campus and outside
Human,9,9,1,18,Audiovisual,TE,16,16,12.8,City
Human,9,9,1,19,Audiovisual,TE,2,2,1.4,Office and cafe
Human,9,9,1,20,Audiovisual,TE,16,16,4.3,Campus and outside
Human,9,9,1,21,Audiovisual,TE,12,12,6.4,Office and cafe
Human,9,9,1,22,Audiovisual,TE,2,2,1.9,City
Human,9,9,1,23,Audiovisual,TE,2,2,1.9,Office and cafe
Human,9,9,1,24,Audiovisual,TE,16,16,11.1,City
Human,9,9,1,25,Audiovisual,TE,8,8,6.8,City
Human,9,9,1,26,Audiovisual,TE,1,1,2,City
Human,9,9,1,27,Audiovisual,TE,1,1,1.1,Office and cafe
Human,9,9,1,28,Audiovisual,TE,2,2,1.2,Office and cafe
Human,9,9,1,29,Audiovisual,TE,48,48,15.8,City
Human,9,9,1,30,Audiovisual,TE,16,16,3.3,Campus and outside
Human,9,9,1,31,Audiovisual,TE,64,64,34.1,Office and cafe
Human,9,9,1,32,Audiovisual,TE,8,8,4,Office and cafe
Human,9,9,1,33,Audiovisual,TE,1,1,1,Campus and outside
Human,9,9,1,34,Audiovisual,TE,24,24,6.6,City
Human,9,9,1,35,Audiovisual,TE,3,3,2.6,City
Human,9,9,1,36,Audiovisual,TE,4,4,2,Campus and outside
Human,9,9,1,37,Audiovisual,TE,16,16,7.7,Campus and outside
Human,9,9,1,38,Audiovisual,TE,3,3,1.9,Campus and outside
Human,9,9,1,39,Audiovisual,TE,12,12,8.9,Office and cafe
Human,9,9,1,40,Audiovisual,TE,12,12,5,Campus and outside
Human,9,9,1,41,Audiovisual,TE,24,24,6,Campus and outside
Human,9,9,1,42,Audiovisual,TE,4,4,5.1,Office and cafe
Human,9,9,1,43,Audiovisual,TE,2,2,0,Office and cafe
Human,9,9,1,44,Audiovisual,TE,64,64,13.7,Campus and outside
Human,9,9,1,45,Audiovisual,TE,3,3,1.2,Office and cafe
Human,9,9,1,46,Audiovisual,TE,1.5,1.5,1.2,Campus and outside
Human,9,9,1,47,Audiovisual,TE,4,4,1.7,Office and cafe
Human,9,9,1,48,Audiovisual,TE,16,16,4.9,Office and cafe
Human,9,9,1,49,Audiovisual,TE,8,8,2.3,Office and cafe
Human,9,9,1,50,Audiovisual,TE,3,3,5.7,Office and cafe
Human,9,9,1,51,Audiovisual,TE,16,16,4.6,Campus and outside
Human,9,9,1,52,Audiovisual,TE,64,64,15.9,Office and cafe
Human,9,9,1,53,Audiovisual,TE,1.5,1.5,0.6,Campus and outside
Human,9,9,1,54,Audiovisual,TE,48,48,36.1,Office and cafe
Human,9,9,1,55,Audiovisual,TE,4,4,1.9,Office and cafe
Human,9,9,1,56,Audiovisual,TE,8,8,2.1,Office and cafe
Human,9,9,1,57,Audiovisual,TE,4,4,1.4,City
Human,9,9,1,58,Audiovisual,TE,12,12,8.7,Campus and outside
Human,9,9,1,59,Audiovisual,TE,32,32,8.1,City
Human,9,9,1,60,Audiovisual,TE,2,2,1.1,Campus and outside
Human,9,9,1,61,Audiovisual,TE,48,48,23.8,Campus and outside
Human,9,9,1,62,Audiovisual,TE,6,6,3.1,Office and cafe
Human,9,9,1,63,Audiovisual,TE,64,64,36.3,Office and cafe
Human,9,9,1,64,Audiovisual,TE,48,48,36.7,Office and cafe
Human,9,9,1,65,Audiovisual,TE,4,4,3,Office and cafe
Human,9,9,1,66,Audiovisual,TE,6,6,4.3,Office and cafe
Human,9,9,1,67,Audiovisual,TE,32,32,11.6,Campus and outside
Human,9,9,1,68,Audiovisual,TE,1.5,1.5,4.4,City
Human,9,9,1,69,Audiovisual,TE,8,8,4.1,City
Human,9,9,1,70,Audiovisual,TE,1.5,1.5,2.5,Campus and outside
Human,9,9,1,71,Audiovisual,TE,6,6,5.5,Office and cafe
Human,9,9,1,72,Audiovisual,TE,2,2,0.7,Campus and outside
Human,9,9,1,73,Audiovisual,TE,16,16,10,Office and cafe
Human,9,9,1,74,Audiovisual,TE,12,12,6.8,Office and cafe
Human,9,9,1,75,Audiovisual,TE,1.5,1.5,2.3,City
Human,9,9,1,76,Audiovisual,TE,12,12,4.5,City
Human,9,9,1,77,Audiovisual,TE,4,4,2.1,Campus and outside
Human,9,9,1,78,Audiovisual,TE,1,1,1.5,Office and cafe
Human,9,9,1,79,Audiovisual,TE,4,4,3.8,Office and cafe
Human,9,9,1,80,Audiovisual,TE,8,8,1.9,Office and cafe
Human,10,10,1,1,Audiovisual,TE,24,24,28.7,Campus and outside
Human,10,10,1,2,Audiovisual,TE,6,6,6.4,Campus and outside
Human,10,10,1,3,Audiovisual,TE,32,32,33.1,Campus and outside
Human,10,10,1,4,Audiovisual,TE,1.5,1.5,1.5,City
Human,10,10,1,5,Audiovisual,TE,64,64,61.2,Office and cafe
Human,10,10,1,6,Audiovisual,TE,6,6,9.2,City
Human,10,10,1,7,Audiovisual,TE,1.5,1.5,1.8,Office and cafe
Human,10,10,1,8,Audiovisual,TE,1,1,1.5,Office and cafe
Human,10,10,1,9,Audiovisual,TE,3,3,3.9,Office and cafe
Human,10,10,1,10,Audiovisual,TE,1,1,1,City
Human,10,10,1,11,Audiovisual,TE,6,6,5.5,Campus and outside
Human,10,10,1,12,Audiovisual,TE,48,48,44,City
Human,10,10,1,13,Audiovisual,TE,6,6,6,Campus and outside
Human,10,10,1,14,Audiovisual,TE,8,8,10.6,Campus and outside
Human,10,10,1,15,Audiovisual,TE,12,12,13.7,Office and cafe
Human,10,10,1,16,Audiovisual,TE,32,32,29.7,Office and cafe
Human,10,10,1,17,Audiovisual,TE,1,1,1.2,Office and cafe
Human,10,10,1,18,Audiovisual,TE,32,32,32.6,City
Human,10,10,1,19,Audiovisual,TE,6,6,5.6,Office and cafe
Human,10,10,1,20,Audiovisual,TE,3,3,3.1,Campus and outside
Human,10,10,1,21,Audiovisual,TE,4,4,5.6,City
Human,10,10,1,22,Audiovisual,TE,16,16,18.6,City
Human,10,10,1,23,Audiovisual,TE,12,12,13.6,Campus and outside
Human,10,10,1,24,Audiovisual,TE,1,1,1.5,Campus and outside
Human,10,10,1,25,Audiovisual,TE,24,24,21.1,Office and cafe
Human,10,10,1,26,Audiovisual,TE,6,6,4.7,Office and cafe
Human,10,10,1,27,Audiovisual,TE,24,24,19.9,Office and cafe
Human,10,10,1,28,Audiovisual,TE,1,1,1.8,City
Human,10,10,1,29,Audiovisual,TE,64,64,55.9,Office and cafe
Human,10,10,1,30,Audiovisual,TE,8,8,12,City
Human,10,10,1,31,Audiovisual,TE,2,2,2.8,Campus and outside
Human,10,10,1,32,Audiovisual,TE,64,64,55,Office and cafe
Human,10,10,1,33,Audiovisual,TE,2,2,4.4,Office and cafe
Human,10,10,1,34,Audiovisual,TE,3,3,2.4,Office and cafe
Human,10,10,1,35,Audiovisual,TE,6,6,6.1,Office and cafe
Human,10,10,1,36,Audiovisual,TE,64,64,80.5,City
Human,10,10,1,37,Audiovisual,TE,48,48,45,Campus and outside
Human,10,10,1,38,Audiovisual,TE,2,2,3.5,Office and cafe
Human,10,10,1,39,Audiovisual,TE,12,12,16,City
Human,10,10,1,40,Audiovisual,TE,16,16,28.3,Campus and outside
Human,10,10,1,41,Audiovisual,TE,32,32,30,Office and cafe
Human,10,10,1,42,Audiovisual,TE,4,4,5.2,Office and cafe
Human,10,10,1,43,Audiovisual,TE,8,8,11.8,Office and cafe
Human,10,10,1,44,Audiovisual,TE,24,24,25.6,Campus and outside
Human,10,10,1,45,Audiovisual,TE,16,16,17.9,Campus and outside
Human,10,10,1,46,Audiovisual,TE,6,6,8.1,Office and cafe
Human,10,10,1,47,Audiovisual,TE,48,48,57.2,Office and cafe
Human,10,10,1,48,Audiovisual,TE,64,64,43.7,City
Human,10,10,1,49,Audiovisual,TE,64,64,66.5,Campus and outside
Human,10,10,1,50,Audiovisual,TE,24,24,22.6,Office and cafe
Human,10,10,1,51,Audiovisual,TE,12,12,13,Office and cafe
Human,10,10,1,52,Audiovisual,TE,16,16,17.4,City
Human,10,10,1,53,Audiovisual,TE,1,1,1.2,City
Human,10,10,1,54,Audiovisual,TE,1,1,1.1,Office and cafe
Human,10,10,1,55,Audiovisual,TE,2,2,2.1,Office and cafe
Human,10,10,1,56,Audiovisual,TE,48,48,58.9,Office and cafe
Human,10,10,1,57,Audiovisual,TE,4,4,4.9,Office and cafe
Human,10,10,1,58,Audiovisual,TE,48,48,48.6,Office and cafe
Human,10,10,1,59,Audiovisual,TE,32,32,37.4,Office and cafe
Human,10,10,1,60,Audiovisual,TE,64,64,61.4,Campus and outside
Human,10,10,1,61,Audiovisual,TE,3,3,5.2,Office and cafe
Human,10,10,1,62,Audiovisual,TE,3,3,4,Campus and outside
Human,10,10,1,63,Audiovisual,TE,2,2,2.1,Office and cafe
Human,10,10,1,64,Audiovisual,TE,2,2,4.5,Office and cafe
Human,10,10,1,65,Audiovisual,TE,48,48,51.6,City
Human,10,10,1,66,Audiovisual,TE,1.5,1.5,0.8,Office and cafe
Human,10,10,1,67,Audiovisual,TE,1.5,1.5,2.2,City
Human,10,10,1,68,Audiovisual,TE,12,12,7.5,Office and cafe
Human,10,10,1,69,Audiovisual,TE,1,1,1.3,Campus and outside
Human,10,10,1,70,Audiovisual,TE,2,2,2.6,Office and cafe
Human,10,10,1,71,Audiovisual,TE,2,2,3.6,Office and cafe
Human,10,10,1,72,Audiovisual,TE,1.5,1.5,1.8,City
Human,10,10,1,73,Audiovisual,TE,24,24,23.8,Office and cafe
Human,10,10,1,74,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,10,10,1,75,Audiovisual,TE,1,1,3.3,City
Human,10,10,1,76,Audiovisual,TE,1,1,2,Campus and outside
Human,10,10,1,77,Audiovisual,TE,48,48,53.6,Campus and outside
Human,10,10,1,78,Audiovisual,TE,16,16,22.3,Campus and outside
Human,10,10,1,79,Audiovisual,TE,8,8,11.3,Office and cafe
Human,10,10,1,80,Audiovisual,TE,32,32,37.6,City
Human,11,11,1,1,Audiovisual,TE,6,6,5,Office and cafe
Human,11,11,1,2,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,11,11,1,3,Audiovisual,TE,48,48,50,Office and cafe
Human,11,11,1,4,Audiovisual,TE,24,24,19.9,City
Human,11,11,1,5,Audiovisual,TE,1,1,1,Office and cafe
Human,11,11,1,6,Audiovisual,TE,3,3,2,Office and cafe
Human,11,11,1,7,Audiovisual,TE,48,48,49.5,City
Human,11,11,1,8,Audiovisual,TE,16,16,15,Office and cafe
Human,11,11,1,9,Audiovisual,TE,12,12,10,Office and cafe
Human,11,11,1,10,Audiovisual,TE,1,1,1,Office and cafe
Human,11,11,1,11,Audiovisual,TE,24,24,15,Office and cafe
Human,11,11,1,12,Audiovisual,TE,48,48,30,Office and cafe
Human,11,11,1,13,Audiovisual,TE,1,1,1,Office and cafe
Human,11,11,1,14,Audiovisual,TE,4,4,4,City
Human,11,11,1,15,Audiovisual,TE,1,1,1,City
Human,11,11,1,16,Audiovisual,TE,48,48,35,Campus and outside
Human,11,11,1,17,Audiovisual,TE,12,12,8.1,Office and cafe
Human,11,11,1,18,Audiovisual,TE,1.5,1.5,1,City
Human,11,11,1,19,Audiovisual,TE,8,8,6,Office and cafe
Human,11,11,1,20,Audiovisual,TE,24,24,15.1,Office and cafe
Human,11,11,1,21,Audiovisual,TE,3,3,4,Office and cafe
Human,11,11,1,22,Audiovisual,TE,1,1,1,Campus and outside
Human,11,11,1,23,Audiovisual,TE,1,1,2,Office and cafe
Human,11,11,1,24,Audiovisual,TE,4,4,3,Office and cafe
Human,11,11,1,25,Audiovisual,TE,1,1,2,Campus and outside
Human,11,11,1,26,Audiovisual,TE,48,48,30,City
Human,11,11,1,27,Audiovisual,TE,6,6,5,City
