Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Accuracy,Reaction_Time
Human,15,1,1,31,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.76,Auditory,0.7,1,0.978
Human,15,1,1,32,Auditory,TOJ,Adaptive,Duration,0.05,Auditory,0.7,Auditory,0.75,0,0.57
Human,15,1,1,33,Auditory,TOJ,Adaptive,Duration,0.08,Auditory,0.78,Auditory,0.7,1,0.714
Human,15,1,1,34,Auditory,TOJ,Adaptive,Duration,0.07,Auditory,0.7,Auditory,0.77,0,0.952
Human,15,1,1,35,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,1,0.728
Human,15,1,1,36,Auditory,TOJ,Adaptive,Duration,0.05,Auditory,0.7,Auditory,0.75,1,0.948
Human,15,1,1,37,Auditory,TOJ,Adaptive,Duration,0.04,Auditory,0.74,Auditory,0.7,0,0.881
Human,15,1,1,38,Auditory,TOJ,Adaptive,Duration,0.03,Auditory,0.73,Auditory,0.7,1,0.679
Human,15,1,1,39,Auditory,TOJ,Adaptive,Duration,0.02,Auditory,0.7,Auditory,0.72,0,0.847
Human,15,1,1,40,Auditory,TOJ,Adaptive,Duration,0.05,Auditory,0.75,Auditory,0.7,1,0.956
Human,15,1,1,41,Auditory,TOJ,Adaptive,Duration,0.04,Auditory,0.7,Auditory,0.74,0,0.911
Human,15,1,1,42,Auditory,TOJ,Adaptive,Duration,0.07,Auditory,0.77,Auditory,0.7,1,0.547
Human,15,1,1,43,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,0.878
Human,15,1,1,44,Auditory,TOJ,Adaptive,Duration,0.05,Auditory,0.7,Auditory,0.75,1,0.811
Human,15,1,1,45,Auditory,TOJ,Adaptive,Duration,0.08,Auditory,0.78,Auditory,0.7,1,0.865
Human,15,1,1,46,Auditory,TOJ,Adaptive,Duration,0.07,Auditory,0.7,Auditory,0.77,0,0.859
Human,15,1,1,47,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.76,Auditory,0.7,0,0.813
Human,15,1,1,48,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,0.59
Human,15,1,1,49,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,0,0.943
Human,15,1,1,50,Auditory,TOJ,Adaptive,Duration,0.11,Auditory,0.7,Auditory,0.81,1,0.957
Human,16,1,1,1,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.654
Human,16,1,1,2,Visual,Training,Adaptive,Duration,0.29,Visual,0.7,Visual,0.99,1,0.993
Human,16,1,1,3,Visual,Training,Adaptive,Duration,0.28,Visual,0.7,Visual,0.98,0,0.673
Human,16,1,1,4,Visual,Training,Adaptive,Duration,0.31,Visual,0.7,Visual,1.01,1,0.704
Human,16,1,1,5,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.832
Human,16,1,1,1,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.651
Human,16,1,1,2,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,1,0.891
Human,16,1,1,3,Visual,TOJ,Adaptive,Duration,0.33,Visual,0.7,Visual,1.03,1,0.931
Human,16,1,1,4,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,0,0.63
Human,16,1,1,5,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.586
Human,16,1,1,6,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,0,0.841
Human,16,1,1,7,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,0,0.984
Human,16,1,1,8,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,1,0.869
Human,16,1,1,9,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,0,0.877
Human,16,1,1,10,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,0,0.522
Human,16,1,1,11,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,0,0.822
Human,16,1,1,12,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.845
Human,16,1,1,13,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,1,0.816
Human,16,1,1,14,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,0,0.681
Human,16,1,1,15,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,1,0.594
Human,16,1,1,16,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.727
Human,16,1,1,17,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,1,0.549
Human,16,1,1,18,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,0,0.758
Human,16,1,1,19,Visual,TOJ,Adaptive,Duration,0.15,Visual,0.7,Visual,0.85,1,0.64
Human,16,1,1,20,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.732
Human,16,1,1,21,Visual,TOJ,Adaptive,Duration,0.12,Visual,0.7,Visual,0.82,1,0.662
Human,16,1,1,22,Visual,TOJ,Adaptive,Duration,0.105,Visual,0.7,Visual,0.805,1,0.512
Human,16,1,1,23,Visual,TOJ,Adaptive,Duration,0.09,Visual,0.7,Visual,0.79,1,0.913
Human,16,1,1,24,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.533
Human,16,1,1,25,Visual,TOJ,Adaptive,Duration,0.12,Visual,0.7,Visual,0.82,1,0.846
Human,16,1,1,26,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,0,0.879
Human,16,1,1,27,Visual,TOJ,Adaptive,Duration,0.15,Visual,0.7,Visual,0.85,0,0.595
Human,16,1,1,28,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.782
Human,16,1,1,29,Visual,TOJ,Adaptive,Duration,0.12,Visual,0.7,Visual,0.82,1,0.522
Human,16,1,1,30,Visual,TOJ,Adaptive,Duration,0.105,Visual,0.7,Visual,0.805,1,0.992
Human,16,1,1,31,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.847
Human,16,1,1,32,Visual,TOJ,Adaptive,Duration,0.125,Visual,0.7,Visual,0.825,0,0.694
Human,16,1,1,33,Visual,TOJ,Adaptive,Duration,0.155,Visual,0.7,Visual,0.855,0,0.89
Human,16,1,1,34,Visual,TOJ,Adaptive,Duration,0.145,Visual,0.7,Visual,0.845,0,0.736
Human,16,1,1,35,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.676
Human,16,1,1,36,Visual,TOJ,Adaptive,Duration,0.125,Visual,0.7,Visual,0.825,1,0.624
Human,16,1,1,37,Visual,TOJ,Adaptive,Duration,0.115,Visual,0.7,Visual,0.815,1,0.82
Human,16,1,1,38,Visual,TOJ,Adaptive,Duration,0.145,Visual,0.7,Visual,0.845,0,0.769
Human,16,1,1,39,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,1,0.527
Human,16,1,1,40,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,0,0.522
Human,16,1,1,41,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,1,0.511
Human,16,1,1,42,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,0,0.722
Human,16,1,1,43,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,1,0.995
Human,16,1,1,44,Visual,TOJ,Adaptive,Duration,0.245,Visual,0.7,Visual,0.945,1,0.514
Human,16,1,1,45,Visual,TOJ,Adaptive,Duration,0.235,Visual,0.7,Visual,0.935,1,0.958
Human,16,1,1,46,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,1,0.816
Human,16,1,1,47,Visual,TOJ,Adaptive,Duration,0.215,Visual,0.7,Visual,0.915,0,0.792
Human,16,1,1,48,Visual,TOJ,Adaptive,Duration,0.205,Visual,0.7,Visual,0.905,1,0.805
Human,16,1,1,49,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,1,0.541
Human,16,1,1,50,Visual,TOJ,Adaptive,Duration,0.185,Visual,0.7,Visual,0.885,1,0.955
Human,16,1,1,1,Tactile,Training,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,1,0.587
Human,16,1,1,2,Tactile,Training,Adaptive,Duration,0.29,Tactile,0.99,Tactile,0.7,1,0.676
Human,16,1,1,3,Tactile,Training,Adaptive,Duration,0.28,Tactile,0.98,Tactile,0.7,0,0.667
Human,16,1,1,4,Tactile,Training,Adaptive,Duration,0.31,Tactile,0.7,Tactile,1.01,1,0.501
Human,16,1,1,5,Tactile,Training,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.728
Human,16,1,1,1,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,1,0.768
Human,16,1,1,2,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,1,0.522
Human,16,1,1,3,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.7,Tactile,0.97,1,0.826
Human,16,1,1,4,Tactile,TOJ,Adaptive,Duration,0.315,Tactile,1.015,Tactile,0.7,1,0.813
Human,16,1,1,5,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.844
Human,16,1,1,6,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,1,0.841
Human,16,1,1,7,Tactile,TOJ,Adaptive,Duration,0.33,Tactile,0.7,Tactile,1.03,1,0.521
Human,16,1,1,8,Tactile,TOJ,Adaptive,Duration,0.315,Tactile,0.7,Tactile,1.015,1,0.936
Human,16,1,1,9,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,1,0.871
Human,16,1,1,10,Tactile,TOJ,Adaptive,Duration,0.345,Tactile,0.7,Tactile,1.045,0,0.96
Human,16,1,1,11,Tactile,TOJ,Adaptive,Duration,0.33,Tactile,0.7,Tactile,1.03,1,0.973
Human,16,1,1,12,Tactile,TOJ,Adaptive,Duration,0.315,Tactile,0.7,Tactile,1.015,1,0.996
Human,16,1,1,13,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,0,0.897
Human,16,1,1,14,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,1,0.516
Human,16,1,1,15,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,1,0.75
Human,16,1,1,16,Tactile,TOJ,Adaptive,Duration,0.315,Tactile,0.7,Tactile,1.015,1,0.948
Human,16,1,1,17,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,0,0.596
Human,16,1,1,18,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,0,0.5
Human,16,1,1,19,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,0,0.682
Human,16,1,1,20,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.857
Human,16,1,1,21,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.94,Tactile,0.7,1,0.846
Human,16,1,1,22,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,1,0.847
Human,16,1,1,23,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.7,Tactile,0.91,0,0.561
Human,16,1,1,24,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,1,0.689
Human,16,1,1,25,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.7,Tactile,0.88,1,0.626
Human,16,1,1,26,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,1,0.763
Human,16,1,1,27,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,0,0.961
Human,16,1,1,28,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.729
Human,16,1,1,29,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.94,Tactile,0.7,1,0.6
Human,16,1,1,30,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,1,0.961
Human,16,1,1,31,Tactile,TOJ,Adaptive,Duration,0.215,Tactile,0.7,Tactile,0.915,0,0.803
Human,16,1,1,32,Tactile,TOJ,Adaptive,Duration,0.205,Tactile,0.905,Tactile,0.7,0,0.918
Human,16,1,1,33,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.513
Human,16,1,1,34,Tactile,TOJ,Adaptive,Duration,0.185,Tactile,0.7,Tactile,0.885,1,0.996
Human,16,1,1,35,Tactile,TOJ,Adaptive,Duration,0.175,Tactile,0.875,Tactile,0.7,0,0.644
Human,16,1,1,36,Tactile,TOJ,Adaptive,Duration,0.205,Tactile,0.905,Tactile,0.7,0,0.965
Human,16,1,1,37,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.711
Human,16,1,1,38,Tactile,TOJ,Adaptive,Duration,0.185,Tactile,0.7,Tactile,0.885,1,0.765
Human,16,1,1,39,Tactile,TOJ,Adaptive,Duration,0.175,Tactile,0.7,Tactile,0.875,1,0.522
Human,16,1,1,40,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,0,0.961
Human,16,1,1,41,Tactile,TOJ,Adaptive,Duration,0.155,Tactile,0.855,Tactile,0.7,1,0.859
Human,16,1,1,42,Tactile,TOJ,Adaptive,Duration,0.145,Tactile,0.7,Tactile,0.845,0,0.845
Human,16,1,1,43,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.835,Tactile,0.7,0,0.844
Human,16,1,1,44,Tactile,TOJ,Adaptive,Duration,0.125,Tactile,0.7,Tactile,0.825,0,0.609
Human,16,1,1,45,Tactile,TOJ,Adaptive,Duration,0.155,Tactile,0.855,Tactile,0.7,1,0.748
Human,16,1,1,46,Tactile,TOJ,Adaptive,Duration,0.185,Tactile,0.7,Tactile,0.885,1,0.746
Human,16,1,1,47,Tactile,TOJ,Adaptive,Duration,0.175,Tactile,0.7,Tactile,0.875,1,0.619
Human,16,1,1,48,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,0,0.811
Human,16,1,1,49,Tactile,TOJ,Adaptive,Duration,0.155,Tactile,0.7,Tactile,0.855,0,0.542
Human,16,1,1,50,Tactile,TOJ,Adaptive,Duration,0.145,Tactile,0.845,Tactile,0.7,0,0.891
Human,16,1,1,1,Auditory,Training,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,0.617
Human,16,1,1,2,Auditory,Training,Adaptive,Duration,0.29,Auditory,0.7,Auditory,0.99,1,0.616
Human,16,1,1,3,Auditory,Training,Adaptive,Duration,0.28,Auditory,0.7,Auditory,0.98,1,0.654
Human,16,1,1,4,Auditory,Training,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,1,0.581
Human,16,1,1,5,Auditory,Training,Adaptive,Duration,0.26,Auditory,0.7,Auditory,0.96,1,0.536
Human,16,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,0.652
Human,16,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,0.904
Human,16,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,0,0.525
Human,16,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,0.539
Human,16,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,0,0.843
Human,16,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,0.879
Human,16,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,0.842
Human,16,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,1,0.867
Human,16,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,0,0.955
Human,16,1,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,0.544
Human,16,1,1,11,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,0.91
Human,16,1,1,12,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.858
Human,16,1,1,13,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,1,0.669
Human,16,1,1,14,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,0,0.667
Human,16,1,1,15,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,0,0.781
Human,16,1,1,16,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,0.755
Human,16,1,1,17,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.76,Auditory,0.7,0,0.995
Human,16,1,1,18,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,0.577
Human,16,1,1,19,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,0,0.936
Human,16,1,1,20,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,0.627
Human,16,1,1,21,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.76,Auditory,0.7,0,0.918
Human,16,1,1,22,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.7,Auditory,0.745,0,0.842
Human,16,1,1,23,Auditory,TOJ,Adaptive,Duration,0.03,Auditory,0.7,Auditory,0.73,1,0.775
Human,16,1,1,24,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,1,0.835
Human,16,1,1,25,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,0.836
Human,16,1,1,26,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,0,0.905
Human,16,1,1,27,Auditory,TOJ,Adaptive,Duration,0.03,Auditory,0.73,Auditory,0.7,1,0.909
Human,16,1,1,28,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,0.626
Human,16,1,1,29,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,0.766
Human,16,1,1,30,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,0.972
Human,16,1,1,31,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.572
Human,16,1,1,32,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,1,0.77
Human,16,1,1,33,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,0,0.894
Human,16,1,1,34,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,0,0.729
Human,16,1,1,35,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,0.951
Human,16,1,1,36,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,1,0.958
Human,16,1,1,37,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,1,0.509
Human,16,1,1,38,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,0.729
Human,16,1,1,39,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.795,Auditory,0.7,0,0.66
Human,16,1,1,40,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,1,0.6
Human,16,1,1,41,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,0.559
Human,16,1,1,42,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,0,0.738
Human,16,1,1,43,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,0.991
Human,16,1,1,44,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,0,0.576
Human,16,1,1,45,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,1,0.96
Human,16,1,1,46,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,0,0.716
Human,16,1,1,47,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,0,0.636
Human,16,1,1,48,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,1,0.954
Human,16,1,1,49,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,0,0.505
Human,16,1,1,50,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,0,0.7
Human,17,1,1,1,Auditory,Training,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,0.7
Human,17,1,1,2,Auditory,Training,Adaptive,Duration,0.29,Auditory,0.7,Auditory,0.99,1,0.94
Human,17,1,1,3,Auditory,Training,Adaptive,Duration,0.28,Auditory,0.7,Auditory,0.98,1,0.986
Human,17,1,1,4,Auditory,Training,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,1,0.802
Human,17,1,1,5,Auditory,Training,Adaptive,Duration,0.26,Auditory,0.96,Auditory,0.7,1,0.963
Human,17,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,0,0.792
Human,17,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,0,0.969
Human,17,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,0,0.736
Human,17,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,0,0.664
Human,17,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,0,0.802
Human,17,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.932
Human,17,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,0,0.926
Human,17,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,0.835
Human,17,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,0,0.609
Human,17,1,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,0.827
Human,17,1,1,11,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.85,Auditory,0.7,1,0.735
Human,17,1,1,12,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,0.771
Human,17,1,1,13,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,1,0.592
Human,17,1,1,14,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,0,0.633
Human,17,1,1,15,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,0,0.802
Human,17,1,1,16,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,0.982
Human,17,1,1,17,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,0,0.806
Human,17,1,1,18,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,0.504
Human,17,1,1,19,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,0.93
Human,17,1,1,20,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,0.909
Human,17,1,1,21,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.76,Auditory,0.7,1,0.841
Human,17,1,1,22,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,1,0.723
Human,17,1,1,23,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,0.708
Human,17,1,1,24,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,0.812
Human,17,1,1,25,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.76,Auditory,0.7,1,0.881
Human,17,1,1,26,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,1,0.881
Human,17,1,1,27,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,0.99
Human,17,1,1,28,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,0.768
Human,17,1,1,29,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,1,0.965
Human,17,1,1,30,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,0.92
Human,17,1,1,31,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,0.709
Human,17,1,1,32,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,0,0.678
Human,17,1,1,33,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,1,0.954
Human,17,1,1,34,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,0.773
Human,17,1,1,35,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,0.734
Human,17,1,1,36,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.7,Auditory,0.785,1,0.726
Human,17,1,1,37,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,0.828
Human,17,1,1,38,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,0,0.712
Human,17,1,1,39,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,0.808
Human,17,1,1,40,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,1,0.854
Human,17,1,1,41,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,0.572
Human,17,1,1,42,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,0.535
Human,17,1,1,43,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,0.782
Human,17,1,1,44,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.7,Auditory,0.785,1,0.72
Human,17,1,1,45,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,0.861
Human,17,1,1,46,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,0.956
Human,17,1,1,47,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,0,0.947
Human,17,1,1,48,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,0,0.811
Human,17,1,1,49,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,0.607
