Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Accuracy,Reaction_Time
Human,38,2,1,35,Visual,TOJ,Adaptive,Duration,0.375,Visual,0.7,Visual,1.075,1,0.889
Human,38,2,1,36,Visual,TOJ,Adaptive,Duration,0.365,Visual,0.7,Visual,1.065,1,0.837
Human,38,2,1,37,Visual,TOJ,Adaptive,Duration,0.355,Visual,0.7,Visual,1.055,0,0.884
Human,38,2,1,38,Visual,TOJ,Adaptive,Duration,0.385,Visual,0.7,Visual,1.085,0,0.797
Human,38,2,1,39,Visual,TOJ,Adaptive,Duration,0.375,Visual,0.7,Visual,1.075,1,0.876
Human,38,2,1,40,Visual,TOJ,Adaptive,Duration,0.405,Visual,0.7,Visual,1.105,1,0.542
Human,38,2,1,41,Visual,TOJ,Adaptive,Duration,0.395,Visual,0.7,Visual,1.095,0,0.584
Human,38,2,1,42,Visual,TOJ,Adaptive,Duration,0.385,Visual,0.7,Visual,1.085,1,0.592
Human,38,2,1,43,Visual,TOJ,Adaptive,Duration,0.375,Visual,0.7,Visual,1.075,1,0.985
Human,38,2,1,44,Visual,TOJ,Adaptive,Duration,0.405,Visual,0.7,Visual,1.105,0,0.808
Human,38,2,1,45,Visual,TOJ,Adaptive,Duration,0.395,Visual,0.7,Visual,1.095,1,0.817
Human,38,2,1,46,Visual,TOJ,Adaptive,Duration,0.425,Visual,0.7,Visual,1.125,0,0.954
Human,38,2,1,47,Visual,TOJ,Adaptive,Duration,0.415,Visual,0.7,Visual,1.115,0,0.911
Human,38,2,1,48,Visual,TOJ,Adaptive,Duration,0.445,Visual,0.7,Visual,1.145,1,0.56
Human,38,2,1,49,Visual,TOJ,Adaptive,Duration,0.435,Visual,0.7,Visual,1.135,1,0.503
Human,38,2,1,50,Visual,TOJ,Adaptive,Duration,0.465,Visual,0.7,Visual,1.165,1,0.782
Human,38,2,1,1,Auditory,Training,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,0,0.817
Human,38,2,1,2,Auditory,Training,Adaptive,Duration,0.33,Auditory,1.03,Auditory,0.7,1,0.796
Human,38,2,1,3,Auditory,Training,Adaptive,Duration,0.32,Auditory,0.7,Auditory,1.02,1,0.845
Human,38,2,1,4,Auditory,Training,Adaptive,Duration,0.31,Auditory,1.01,Auditory,0.7,1,0.564
Human,38,2,1,5,Auditory,Training,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,0.934
Human,38,2,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,0,0.532
Human,38,2,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,0,0.839
Human,38,2,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,0,0.834
Human,38,2,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,0,0.637
Human,38,2,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,0.823
Human,38,2,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.984
Human,38,2,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,0,0.516
Human,38,2,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,0,0.665
Human,38,2,1,9,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,0.521
Human,38,2,1,10,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,0.651
Human,38,2,1,11,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,0,0.866
Human,38,2,1,12,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,0.731
Human,38,2,1,13,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,0,0.727
Human,38,2,1,14,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,0.625
Human,38,2,1,15,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,0,0.629
Human,38,2,1,16,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.77
Human,38,2,1,17,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,1,0.893
Human,38,2,1,18,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,0.597
Human,38,2,1,19,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.85,Auditory,0.7,1,0.576
Human,38,2,1,20,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,0.928
Human,38,2,1,21,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,1,0.851
Human,38,2,1,22,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,0.891
Human,38,2,1,23,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,0,0.997
Human,38,2,1,24,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,1,0.708
Human,38,2,1,25,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,0.644
Human,38,2,1,26,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.7,Auditory,0.745,1,0.978
Human,38,2,1,27,Auditory,TOJ,Adaptive,Duration,0.03,Auditory,0.73,Auditory,0.7,0,0.785
Human,38,2,1,28,Auditory,TOJ,Adaptive,Duration,0.015,Auditory,0.7,Auditory,0.715,0,0.92
Human,38,2,1,29,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.76,Auditory,0.7,1,0.713
Human,38,2,1,30,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,1,0.75
Human,38,2,1,31,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,0.928
Human,38,2,1,32,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,1,0.998
Human,38,2,1,33,Auditory,TOJ,Adaptive,Duration,0.055,Auditory,0.7,Auditory,0.755,0,0.881
Human,38,2,1,34,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.7,Auditory,0.785,0,0.972
Human,38,2,1,35,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,0.823
Human,38,2,1,36,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,0.609
Human,38,2,1,37,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.67
Human,38,2,1,38,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,0,0.961
Human,38,2,1,39,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,0,0.724
Human,38,2,1,40,Auditory,TOJ,Adaptive,Duration,0.185,Auditory,0.7,Auditory,0.885,1,0.533
Human,38,2,1,41,Auditory,TOJ,Adaptive,Duration,0.175,Auditory,0.875,Auditory,0.7,0,0.652
Human,38,2,1,42,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,0.538
Human,38,2,1,43,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.7,Auditory,0.855,0,0.842
Human,38,2,1,44,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,1,0.527
Human,38,2,1,45,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.835
Human,38,2,1,46,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,0,0.613
Human,38,2,1,47,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.855,Auditory,0.7,0,0.531
Human,38,2,1,48,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,0,0.614
Human,38,2,1,49,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,0,0.769
Human,38,2,1,50,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,0,0.727
Human,39,1,1,1,Tactile,Training,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,0,0.858
Human,39,1,1,2,Tactile,Training,Adaptive,Duration,0.33,Tactile,0.7,Tactile,1.03,1,0.645
Human,39,1,1,3,Tactile,Training,Adaptive,Duration,0.32,Tactile,0.7,Tactile,1.02,1,0.793
Human,39,1,1,4,Tactile,Training,Adaptive,Duration,0.31,Tactile,1.01,Tactile,0.7,1,0.793
Human,39,1,1,5,Tactile,Training,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,1,0.824
Human,39,1,1,1,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,0,0.847
Human,39,1,1,2,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,1,0.975
Human,39,1,1,3,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,0,0.545
Human,39,1,1,4,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.7,Tactile,0.955,0,0.864
Human,39,1,1,5,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.7,Tactile,0.94,1,0.897
Human,39,1,1,6,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,0,0.883
Human,39,1,1,7,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.91,Tactile,0.7,1,0.727
Human,39,1,1,8,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.895,Tactile,0.7,1,0.992
Human,39,1,1,9,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.7,Tactile,0.88,0,0.697
Human,39,1,1,10,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,0,0.917
Human,39,1,1,11,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.91,Tactile,0.7,0,0.712
Human,39,1,1,12,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.784
Human,39,1,1,13,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.7,Tactile,0.88,1,0.787
Human,39,1,1,14,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.7,Tactile,0.925,0,0.522
Human,39,1,1,15,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.7,Tactile,0.91,1,0.778
Human,39,1,1,16,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.895,Tactile,0.7,0,0.844
Human,39,1,1,17,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.7,Tactile,0.94,1,0.725
Human,39,1,1,18,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,0,0.765
Human,39,1,1,19,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,0,0.706
Human,39,1,1,20,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.7,Tactile,0.955,0,0.52
Human,39,1,1,21,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.94,Tactile,0.7,0,0.82
Human,39,1,1,22,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,1,0.98
Human,39,1,1,23,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.91,Tactile,0.7,1,0.941
Human,39,1,1,24,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.994
Human,39,1,1,25,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.88,Tactile,0.7,0,0.877
Human,39,1,1,26,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,1,0.567
Human,39,1,1,27,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.91,Tactile,0.7,0,0.728
Human,39,1,1,28,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.895,Tactile,0.7,1,0.942
Human,39,1,1,29,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.88,Tactile,0.7,1,0.904
Human,39,1,1,30,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.7,Tactile,0.865,0,0.68
Human,39,1,1,31,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.872
Human,39,1,1,32,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.7,Tactile,0.925,0,0.789
Human,39,1,1,33,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.672
Human,39,1,1,34,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,0,0.796
Human,39,1,1,35,Tactile,TOJ,Adaptive,Duration,0.275,Tactile,0.7,Tactile,0.975,0,0.922
Human,39,1,1,36,Tactile,TOJ,Adaptive,Duration,0.265,Tactile,0.7,Tactile,0.965,1,0.527
Human,39,1,1,37,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,0,0.648
Human,39,1,1,38,Tactile,TOJ,Adaptive,Duration,0.245,Tactile,0.7,Tactile,0.945,0,0.997
Human,39,1,1,39,Tactile,TOJ,Adaptive,Duration,0.235,Tactile,0.7,Tactile,0.935,1,0.963
Human,39,1,1,40,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,0,0.671
Human,39,1,1,41,Tactile,TOJ,Adaptive,Duration,0.215,Tactile,0.915,Tactile,0.7,1,0.642
Human,39,1,1,42,Tactile,TOJ,Adaptive,Duration,0.205,Tactile,0.7,Tactile,0.905,0,0.509
Human,39,1,1,43,Tactile,TOJ,Adaptive,Duration,0.235,Tactile,0.935,Tactile,0.7,1,0.771
Human,39,1,1,44,Tactile,TOJ,Adaptive,Duration,0.265,Tactile,0.965,Tactile,0.7,0,0.729
Human,39,1,1,45,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.772
Human,39,1,1,46,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,1,0.725
Human,39,1,1,47,Tactile,TOJ,Adaptive,Duration,0.275,Tactile,0.7,Tactile,0.975,1,0.732
Human,39,1,1,48,Tactile,TOJ,Adaptive,Duration,0.305,Tactile,1.005,Tactile,0.7,1,0.927
Human,39,1,1,49,Tactile,TOJ,Adaptive,Duration,0.335,Tactile,1.035,Tactile,0.7,0,0.996
Human,39,1,1,50,Tactile,TOJ,Adaptive,Duration,0.325,Tactile,0.7,Tactile,1.025,0,0.589
Human,39,1,1,1,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.961
Human,39,1,1,2,Visual,Training,Adaptive,Duration,0.33,Visual,0.7,Visual,1.03,1,0.674
Human,39,1,1,3,Visual,Training,Adaptive,Duration,0.32,Visual,0.7,Visual,1.02,1,0.597
Human,39,1,1,4,Visual,Training,Adaptive,Duration,0.31,Visual,0.7,Visual,1.01,0,0.53
Human,39,1,1,5,Visual,Training,Adaptive,Duration,0.34,Visual,0.7,Visual,1.04,1,0.837
Human,39,1,1,1,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.717
Human,39,1,1,2,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,0,0.824
Human,39,1,1,3,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,1,0.695
Human,39,1,1,4,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,1,0.524
Human,39,1,1,5,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.533
Human,39,1,1,6,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,1,1
Human,39,1,1,7,Visual,TOJ,Adaptive,Duration,0.39,Visual,0.7,Visual,1.09,0,0.914
Human,39,1,1,8,Visual,TOJ,Adaptive,Duration,0.435,Visual,0.7,Visual,1.135,1,0.937
Human,39,1,1,9,Visual,TOJ,Adaptive,Duration,0.48,Visual,0.7,Visual,1.18,0,0.709
Human,39,1,1,10,Visual,TOJ,Adaptive,Duration,0.465,Visual,0.7,Visual,1.165,0,0.74
Human,39,1,1,11,Visual,TOJ,Adaptive,Duration,0.45,Visual,0.7,Visual,1.15,1,0.506
Human,39,1,1,12,Visual,TOJ,Adaptive,Duration,0.495,Visual,0.7,Visual,1.195,0,0.801
Human,39,1,1,13,Visual,TOJ,Adaptive,Duration,0.48,Visual,0.7,Visual,1.18,1,0.618
Human,39,1,1,14,Visual,TOJ,Adaptive,Duration,0.465,Visual,0.7,Visual,1.165,1,0.876
Human,39,1,1,15,Visual,TOJ,Adaptive,Duration,0.51,Visual,0.7,Visual,1.21,0,0.812
Human,39,1,1,16,Visual,TOJ,Adaptive,Duration,0.495,Visual,0.7,Visual,1.195,1,0.888
Human,39,1,1,17,Visual,TOJ,Adaptive,Duration,0.48,Visual,0.7,Visual,1.18,1,0.667
Human,39,1,1,18,Visual,TOJ,Adaptive,Duration,0.525,Visual,0.7,Visual,1.225,1,0.925
Human,39,1,1,19,Visual,TOJ,Adaptive,Duration,0.51,Visual,0.7,Visual,1.21,1,0.854
Human,39,1,1,20,Visual,TOJ,Adaptive,Duration,0.495,Visual,0.7,Visual,1.195,1,0.599
Human,39,1,1,21,Visual,TOJ,Adaptive,Duration,0.48,Visual,0.7,Visual,1.18,1,0.969
Human,39,1,1,22,Visual,TOJ,Adaptive,Duration,0.465,Visual,0.7,Visual,1.165,1,0.919
Human,39,1,1,23,Visual,TOJ,Adaptive,Duration,0.45,Visual,0.7,Visual,1.15,0,0.651
Human,39,1,1,24,Visual,TOJ,Adaptive,Duration,0.495,Visual,0.7,Visual,1.195,0,0.913
Human,39,1,1,25,Visual,TOJ,Adaptive,Duration,0.48,Visual,0.7,Visual,1.18,1,0.545
Human,39,1,1,26,Visual,TOJ,Adaptive,Duration,0.465,Visual,0.7,Visual,1.165,0,0.649
Human,39,1,1,27,Visual,TOJ,Adaptive,Duration,0.51,Visual,0.7,Visual,1.21,1,0.904
Human,39,1,1,28,Visual,TOJ,Adaptive,Duration,0.495,Visual,0.7,Visual,1.195,1,0.567
Human,39,1,1,29,Visual,TOJ,Adaptive,Duration,0.54,Visual,0.7,Visual,1.24,1,0.804
Human,39,1,1,30,Visual,TOJ,Adaptive,Duration,0.525,Visual,0.7,Visual,1.225,0,0.578
Human,39,1,1,31,Visual,TOJ,Adaptive,Duration,0.555,Visual,0.7,Visual,1.255,1,0.806
Human,39,1,1,32,Visual,TOJ,Adaptive,Duration,0.585,Visual,0.7,Visual,1.285,1,0.968
Human,39,1,1,33,Visual,TOJ,Adaptive,Duration,0.575,Visual,0.7,Visual,1.275,1,0.591
Human,39,1,1,34,Visual,TOJ,Adaptive,Duration,0.605,Visual,0.7,Visual,1.305,1,0.873
Human,39,1,1,35,Visual,TOJ,Adaptive,Duration,0.595,Visual,0.7,Visual,1.295,1,0.96
Human,39,1,1,36,Visual,TOJ,Adaptive,Duration,0.585,Visual,0.7,Visual,1.285,0,0.679
Human,39,1,1,37,Visual,TOJ,Adaptive,Duration,0.575,Visual,0.7,Visual,1.275,0,0.952
Human,39,1,1,38,Visual,TOJ,Adaptive,Duration,0.565,Visual,0.7,Visual,1.265,0,0.796
Human,39,1,1,39,Visual,TOJ,Adaptive,Duration,0.595,Visual,0.7,Visual,1.295,0,0.649
Human,39,1,1,40,Visual,TOJ,Adaptive,Duration,0.585,Visual,0.7,Visual,1.285,0,0.564
Human,39,1,1,41,Visual,TOJ,Adaptive,Duration,0.575,Visual,0.7,Visual,1.275,1,0.5
Human,39,1,1,42,Visual,TOJ,Adaptive,Duration,0.565,Visual,0.7,Visual,1.265,1,0.686
Human,39,1,1,43,Visual,TOJ,Adaptive,Duration,0.555,Visual,0.7,Visual,1.255,0,0.722
Human,39,1,1,44,Visual,TOJ,Adaptive,Duration,0.545,Visual,0.7,Visual,1.245,1,0.54
Human,39,1,1,45,Visual,TOJ,Adaptive,Duration,0.535,Visual,0.7,Visual,1.235,0,0.623
Human,39,1,1,46,Visual,TOJ,Adaptive,Duration,0.525,Visual,0.7,Visual,1.225,0,0.705
Human,39,1,1,47,Visual,TOJ,Adaptive,Duration,0.515,Visual,0.7,Visual,1.215,1,0.809
Human,39,1,1,48,Visual,TOJ,Adaptive,Duration,0.505,Visual,0.7,Visual,1.205,0,0.67
Human,39,1,1,49,Visual,TOJ,Adaptive,Duration,0.495,Visual,0.7,Visual,1.195,0,0.873
Human,39,1,1,50,Visual,TOJ,Adaptive,Duration,0.485,Visual,0.7,Visual,1.185,0,0.672
Human,39,1,1,1,Auditory,Training,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,0.939
Human,39,1,1,2,Auditory,Training,Adaptive,Duration,0.29,Auditory,0.99,Auditory,0.7,0,0.983
Human,39,1,1,3,Auditory,Training,Adaptive,Duration,0.32,Auditory,0.7,Auditory,1.02,0,0.547
Human,39,1,1,4,Auditory,Training,Adaptive,Duration,0.35,Auditory,0.7,Auditory,1.05,1,0.786
Human,39,1,1,5,Auditory,Training,Adaptive,Duration,0.34,Auditory,0.7,Auditory,1.04,0,0.981
Human,39,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,0,0.797
Human,39,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,0,0.592
Human,39,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,0,0.608
Human,39,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,0,0.67
Human,39,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,0,0.73
Human,39,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,0,0.667
Human,39,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,0,0.799
Human,39,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,1,0.755
Human,39,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,0,0.872
Human,39,1,1,10,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.66
Human,39,1,1,11,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,0,0.835
Human,39,1,1,12,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,0.803
Human,39,1,1,13,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,0.928
Human,39,1,1,14,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.823
Human,39,1,1,15,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,0,0.629
Human,39,1,1,16,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,0.812
Human,39,1,1,17,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,0,0.71
Human,39,1,1,18,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,0.714
Human,39,1,1,19,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,0,0.52
Human,39,1,1,20,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,0.995
Human,39,1,1,21,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,0.896
Human,39,1,1,22,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,0,0.593
Human,39,1,1,23,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,1,0.912
Human,39,1,1,24,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,0.51
Human,39,1,1,25,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,0.96
Human,39,1,1,26,Auditory,TOJ,Adaptive,Duration,0.345,Auditory,0.7,Auditory,1.045,0,0.947
Human,39,1,1,27,Auditory,TOJ,Adaptive,Duration,0.33,Auditory,1.03,Auditory,0.7,0,0.637
Human,39,1,1,28,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,0.7,Auditory,1.015,0,0.545
Human,39,1,1,29,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,0.799
Human,39,1,1,30,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,0.902
Human,39,1,1,31,Auditory,TOJ,Adaptive,Duration,0.275,Auditory,0.7,Auditory,0.975,1,0.656
Human,39,1,1,32,Auditory,TOJ,Adaptive,Duration,0.265,Auditory,0.7,Auditory,0.965,1,0.578
Human,39,1,1,33,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,0.791
Human,39,1,1,34,Auditory,TOJ,Adaptive,Duration,0.245,Auditory,0.945,Auditory,0.7,0,0.919
Human,39,1,1,35,Auditory,TOJ,Adaptive,Duration,0.235,Auditory,0.7,Auditory,0.935,0,0.79
Human,39,1,1,36,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,0.516
Human,39,1,1,37,Auditory,TOJ,Adaptive,Duration,0.215,Auditory,0.915,Auditory,0.7,0,0.512
Human,39,1,1,38,Auditory,TOJ,Adaptive,Duration,0.245,Auditory,0.7,Auditory,0.945,1,0.767
Human,39,1,1,39,Auditory,TOJ,Adaptive,Duration,0.275,Auditory,0.7,Auditory,0.975,0,0.563
Human,39,1,1,40,Auditory,TOJ,Adaptive,Duration,0.265,Auditory,0.965,Auditory,0.7,0,0.663
Human,39,1,1,41,Auditory,TOJ,Adaptive,Duration,0.295,Auditory,0.7,Auditory,0.995,1,0.648
Human,39,1,1,42,Auditory,TOJ,Adaptive,Duration,0.325,Auditory,1.025,Auditory,0.7,1,0.881
Human,39,1,1,43,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,0.7,Auditory,1.015,0,0.565
Human,39,1,1,44,Auditory,TOJ,Adaptive,Duration,0.305,Auditory,0.7,Auditory,1.005,1,0.592
Human,39,1,1,45,Auditory,TOJ,Adaptive,Duration,0.335,Auditory,1.035,Auditory,0.7,1,0.8
Human,39,1,1,46,Auditory,TOJ,Adaptive,Duration,0.365,Auditory,1.065,Auditory,0.7,0,0.591
Human,39,1,1,47,Auditory,TOJ,Adaptive,Duration,0.355,Auditory,0.7,Auditory,1.055,0,0.951
Human,39,1,1,48,Auditory,TOJ,Adaptive,Duration,0.345,Auditory,0.7,Auditory,1.045,1,0.76
Human,39,1,1,49,Auditory,TOJ,Adaptive,Duration,0.375,Auditory,1.075,Auditory,0.7,1,0.776
Human,39,1,1,50,Auditory,TOJ,Adaptive,Duration,0.365,Auditory,1.065,Auditory,0.7,1,0.952
Human,40,3,1,1,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.974
Human,40,3,1,2,Visual,Training,Adaptive,Duration,0.33,Visual,0.7,Visual,1.03,1,0.561
Human,40,3,1,3,Visual,Training,Adaptive,Duration,0.32,Visual,0.7,Visual,1.02,1,0.536
Human,40,3,1,4,Visual,Training,Adaptive,Duration,0.31,Visual,0.7,Visual,1.01,1,0.906
